1-AMINO-PROPAN-2-OL	(<i>R</i>)-1-aminopropan-2-ol
CPD-18686	<i>O</i>-methyl-4-<i>O</i>-[2-<i>O</i>-methyl-&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl]-hydroxybenzoate
CPD-18687	<i>O</i>-methyl-4-<i>O</i>-[&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl]-hydroxybenzoate
CPD-18688	<i>O</i>-methyl-4-<i>O</i>-[&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl]-hydroxybenzoate
CPD-18690	4-<i>O</i>-(&alpha;-L-rhamnopyranosyl)-hydroxybenzoate methyl ester
CPD-18691	methylparaben
CPD-18694	C36-phenolphthiodiolone A
CPD-18703	2-stearoyl-trehalose
CPD-18704	2'-palmitoyl-2-<i>O</i>-sulfo-&alpha;,&alpha;-trehalose
CPD-18706	SL<sub>1278</sub>
CPD-18713	2-<i>O</i>-sulfo-2'-stearoyl-&alpha;,&alpha;-trehalose
CPD-18727	rifampicin
CPD-18733	4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide
CPD-18735	lycotetraose
CPD-18736	3,4-dihydroxy-2-methyl-4-farnesyl-3H-quinolin-1-ium-1-olate
CPD-18740	(1S,2S)-3-phenoxycyclohexa-3,5-diene-1,2-diol
CPD-18741	diphenyl ether 2,3-diol
CPD-18745	4-bromo-2,3-dihydrodiol-diphenyl ether
CPD-18746	4-bromo-2,3-dihydroxydiphenyl ether
CPD-18748	(2Z,4E)-2-hydroxy-6-oxo-6-phenoxyhexa-2,4-dienoate
CPD-18750	(2Z,4E)-2-hydroxy-6-oxo-(4-bromophenoxy)-hexa-2,4-dienoate
CPD-18765	protoasukamycin
CPD-18766	4-hydroxyprotoasukamycin
CPD-18767	3-amino-4-hydroxybenzoate-adenylate
CPD-18773	(R)-demethyl-4-deoxygadusol
CPD-18776	(R)-4-deoxygadusol
CPD-18777	mycosporine glycine
CPD-18779	(S)-4-deoxygadusol
CPD-18780	2-<i>epi</i>-valiolone
CPD-18787	GDP-valienol
CPD-18788	validamine 7-phosphate
CPD-18789	validoxylamine A 7'-phosphate
CPD-18790	validamycin B
CPD-18796	isodeoxycholate
CPD-18797	isolithocholate
CPD-18798	3-dehydrodeoxycholate
CPD-18805	a mature peptidoglycan strand (non-reducing terminus)
CPD-18807	a nascent peptidoglycan (<i>meso</i>-DAP containing)
CPD-18808	a nascent peptidoglycan (<i>meso</i>-DAP containing) with GlcNAc terminus
CPD-18819	3-oxochenodeoxycholoyl-CoA
CPD-18820	7&alpha;-hydroxy-3-oxochol-4-en-24-oyl-CoA
CPD-18821	3-oxochol-4,6-dien-24-oyl-CoA
CPD-18823	3-oxocholan-24-oyl-CoA
CPD-18825	7&alpha;-hydroxy-3-oxo-5&beta;-cholanate
CPD-18826	isochenodeoxycholate
CPD-18833	bisphenol A
CPD-18836	1,2-bis(4-hydroxyphenyl)-2-propanol
CPD-18840	3-acetyl-3-devinylchlorophyllide <i>a</i>
CPD-18841	8-ethyl-12-methyl-3-vinylbacteriochlorophyllide <i>d</i>
CPD-18842	8,12-diethyl-3-vinylbacteriochlorophyllide <i>d</i>
CPD-18843	12-ethyl-8-propyl-3-vinylbacteriochlorophyllide <i>d</i>
CPD-18844	12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide <i>d</i>
CPD-18845	12-ethyl-8-isobutylbacteriochlorophyllide <i>d</i>
CPD-18846	12-ethyl-8-propylbacteriochlorophyllide <i>d</i>
CPD-18848	(3<sup>1</sup>R)-8,12-diethylbacteriochlorophyllide <i>d</i>
CPD-18849	(3<sup>1</sup>R)-8-ethyl-12-methylbacteriochlorophyllide <i>d</i>
CPD-18850	(3<sup>1</sup>R)-8-ethyl-12-methylbacteriochlorophyll <i>d</i>
CPD-18851	(3<sup>1</sup>R)-8,12-diethylbacteriochlorophyll <i>d</i>
CPD-18852	12-ethyl-8-propylbacteriochlorophyll <i>d</i>
CPD-18853	12-ethyl-8-isobutylbacteriochlorophyll <i>d</i>
CPD-18858	(3<sup>1</sup>R)-8-ethyl-12-methylbacteriochlorophyllide <i>c</i>
CPD-18859	(3<sup>1</sup>R)-8-ethyl-12-methylbacteriochlorophyll <i>c</i>
CPD-18860	(3<sup>1</sup>R)-8,12-diethylbacteriochlorophyllide <i>c</i>
CPD-18861	12-ethyl-8-propylbacteriochlorophyllide <i>c</i>
CPD-18862	12-ethyl-8-isobutylbacteriochlorophyllide <i>c</i>
CPD-18863	(3<sup>1</sup>R)-8,12-diethylbacteriochlorophyll <i>c</i>
CPD-18864	12-ethyl-8-propylbacteriochlorophyll <i>c</i>
CPD-18865	12-ethyl-8-isobutylbacteriochlorophyll <i>c</i>
CPD-18870	(3<sup>1</sup>R)-8,12-diethylbacteriochlorophyll <i>e</i>
CPD-18871	(3<sup>1</sup>R)-8-ethyl-12-methylbacteriochlorophyll <i>e</i>
CPD-18872	12-ethyl-8-isobutylbacteriochlorophyll <i>e</i>
CPD-18873	12-ethyl-8-propylbacteriochlorophyll <i>e</i>
CPD-18879	(3<sup>1</sup>R)-8,12-diethylbacteriochlorophyllide <i>e</i>
CPD-18880	(3<sup>1</sup>R)-8-ethyl-12-methylbacteriochlorophyllide <i>e</i>
CPD-18881	12-ethyl-8-isobutylbacteriochlorophyllide <i>e</i>
CPD-18882	12-ethyl-8-propylbacteriochlorophyllide <i>e</i>
CPD-18885	bacteriochlorophyllide <i>b</i>
CPD-18886	bacteriochlorophyllide <i>g</i>
CPD-18887	3-deacetyl-3-(1-hydroxyethyl)-bacteriochlorophyllide <i>g</i>
CPD-18890	geranylgeranyl bacteriochlorophyllide <i>b</i>
CPD-18905	3,8-divinyl chlorophyll <i>a</i>
CPD-18908	3-hydroxy-4-methyl-L-kynurenine
CPD-18913	&beta;-D-mannopyranosyl-(1&rarr;2)-&beta;-D-mannopyranosyl-(1&rarr;2)-D-mannopyranose
CPD-18916	pentetate
CPD-18923	1&alpha;-hydroxytestosterone
CPD-18924	1&alpha;-hydroxyandrost-4-ene-3,17-dione
CPD-18928	hematinate
CPD-18929	tripyrrole
CPD-18934	indolmycenate
CPD-18935	4,5-dehydro-L-arginine
CPD-18937	(2R,4E)-2-amino-5-({[(2S,3R)-2-hydroxy-3-(1H-indol-3-yl)butanamido]methanimidoyl}amino)pent-4-enoate
CPD-18963	(+)-dehydrodiconiferyl acid
CPD-18964	(+)-dehydrodiconiferyl acid aldehyde
CPD-18965	(+)-dehydrodiconiferyl acid carboxylate
CPD-18977	pseudomonate C
CPD-18978	marinolic acid C
CPD-18979	marinoloyl-CoA C
CPD-18981	pseudomonoyl-CoA C
CPD-19005	2-hydroxyethyl-CoM
CPD-19008	2-carboxyethyl-CoM
CPD-19012	<i>tert</i>-butyl alcohol
CPD-19013	2-methylpropane-1,2-diol
CPD-19014	2-hydroxy-2-methylpropanoate
CPD-19037	2-hydroxy-2-methylpropanal
CPD-19040	2-hydroxy-2-methylpropanoyl-CoA
CPD-19043	<i>tert</i>-butoxymethanol
CPD-19044	<i>tert</i>-butyl formate
CPD-19066	(25R)-3-oxocholest-4-en-26-oyl-CoA
CPD-19067	(25R)-3-oxocholest-4-en-26-oate
CPD-19072	(25S)-3&beta;-hydroxycholest-5-en-26-oate
CPD-19074	(25R)-3&beta;-hydroxycholest-5-en-26-oate
CPD-19092	2-ethylhexyl sulfate
CPD-191	&alpha;-D-galactosyl-diphosphoundecaprenol
CPD-19111	1-(6-sulfo-&alpha;-D-quinovosyl)glycerol
CPD-19114	(2-aminobenzoyl)acetate
CPD-19118	2-(hydroxylamino)benzoylacetate
CPD-19133	D-erythrulose 4-phosphate
CPD-19135	D-erythrulose 1-phosphate
CPD-19136	L-erythrulose 1-phosphate
CPD-19138	D-erythritol 1-phosphate
CPD-19144	(7Z)-hexadecenoyl-CoA
CPD-19147	(7Z)-tetradecenoyl-CoA
CPD-19148	(5Z)-dodecenoyl-CoA
CPD-19150	(2E,5Z)-dodecenoyl-CoA
CPD-19151	(S)-3-hydroxy-(5Z)-dodecenoyl-CoA
CPD-19153	3-oxo-(5Z)-dodecenoyl-CoA
CPD-19154	(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA
CPD-19155	(S)-3-hydroxy-(9Z)-hexadecenoyl-CoA
CPD-19157	3-oxo-(7Z)-tetradecenoyl-CoA
CPD-19158	3-oxo-(9Z)-hexadecenoyl-CoA
CPD-19159	(S)-3-hydroxy-(11Z)-octadecenoyl-CoA
CPD-19160	3-oxo-(11Z)-octadecenoyl-CoA
CPD-19161	(2E,7Z)-tetradecenoyl-CoA
CPD-19162	(2E,9Z)-hexadecenoyl-CoA
CPD-19163	(2E,11Z)-octadecenoyl-CoA
CPD-19167	3-oxo-(7Z)-hexadecenoyl-CoA
CPD-19168	(S)-3-hydroxy-(7Z)-hexadecenoyl-CoA
CPD-19169	3-oxo-(9Z)-octadecenoyl-CoA
CPD-19170	(2E,7Z)-hexadecenoyl-CoA
CPD-19171	(S)-3-hydroxy-(9Z)-octadecenoyl-CoA
CPD-19172	(2E,9Z)-octadecenoyl-CoA
CPD-19179	(8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate
CPD-19181	a DNA containing <i>S</i><sub>p</sub> methyl phosphotriester
CPD-19185	a DNA without <i>S</i><sub>p</sub> methyl phosphotriester
CPD-19187	4-[(2-hydroxyethoxy)carbonyl]benzoate
CPD-19188	polyethylene terephthalate
CPD-19199	globotriose
CPD-19202	L-4-hydroxyphenylglycine-L-arginyl-D-4-hydroxyphenylglycine-L-seryl-L 4-hydroxyphenylglycine
CPD-19203	D-4-hydroxyphenylglycine-L-seryl-L 4-hydroxyphenylglycine
CPD-19205	L-4-hydroxyphenylglycine-L-arginine
CPD-19209	isonocardicin B
CPD-19220	(S)-demethyl-4-deoxygadusol
CPD-19233	3,3',5,5'-tetramethoxydiphenoquinone
CPD-19235	&alpha;-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate
CPD-19236	&alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate
CPD-19237	<i>N</i>-methylacetamide
CPD-19238	&alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-triphosphate
CPD-19239	&alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-phosphate
CPD-19240	[(1S)-1-acetamidoethyl]phosphonate
CPD-19241	[(<i>R</i>)-1-aminoethyl]phosphonate
CPD-19242	[(1R)-1-acetamidoethyl]phosphonate
CPD-19243	(2-acetamidoethyl)phosphonate
CPD-19251	flavuxanthin
CPD-19252	11a-hydroxytetracycline
CPD-19254	decaprenoxanthin
CPD-19255	oxytetracycline
CPD-19260	tigecycline
CPD-19261	11-hydroxytigecycline
CPD-19267	decaprenoxanthin diglucoside
CPD-19268	5a,11a-dehydrooxytetracycline
CPD-19270	4-amino-4-de(dimethylamino)anhydrotetracycline
CPD-19271	4-methylamino-4-de(dimethylamino)anhydrotetracycline
CPD-19272	4-dedimethylamino-4-oxoanhydrotetracycline
CPD-19273	6-methylpretetramide
CPD-19274	4-hydroxy-6-methylpretetramide
CPD-19275	pretetramide
CPD-19285	nonaflavuxanthin
CPD-19288	6-[3-hydroxy-2-(3,5,7-trioxononanoyl)phenyl]-3,5-dioxohexanoate
CPD-19289	dTDP-3-amino-4-dehydro-2,3,6-trideoxy-&beta;-L-glucose
CPD-19290	dTDP-3,4-didehydro-2,6-dideoxy-&beta;-L-glucose
CPD-19301	Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19302	Rib-ol-P-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19307	Rib-ol-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19313	(-)-dehydrodiconiferyl acid aldehyde gem-diol
CPD-19314	(+)-dehydrodiconiferyl acid gem-diol
CPD-19317	<i>N</i>-acetyl-&alpha;-D-glucosaminyl-phospho-<i>ditrans,octacis</i>-undecaprenol
CPD-19322	Glc-AATGal-PP-undecaprenol
CPD-19323	(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
CPD-19324	GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
CPD-19326	GalNAc-GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
CPD-19327	(Chol-P-GalNAc)-GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
CPD-19328	(Chol-P-GalNAc)-(Chol-P-GalNAc)-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
CPD-19339	&alpha;-D-sedoheptulopyranose 7-phosphate
CPD-19340	GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19341	Glc-GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19342	GalNAc-P-Glc-GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19343	Glc-GalNAc-P-Glc-GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-19349	<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;6)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol
CPD-19350	&beta;-D-glucuronosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;6)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol
CPD-19351	&beta;-D-glucuronosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;6)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol
CPD-19360	UDP-6-deoxy-5,6-ene-<i>N</i>-acetyl-D-glucosamine
CPD-19361	UDP-6-deoxy-5,6-ene-GalNAc
CPD-19362	UDP-<i>N</i>-acetyl-tunicaminyl-uracil
CPD-19364	<i>N</i>-acetyl-tunicaminyl-uracil
CPD-19365	<i>N</i>-acetyl-D-glucosaminyl-<i>N</i>-acetyl-tunicaminyl-uracil
CPD-19366	<i>N</i>-acetyl-D-glucosaminyl-tunicaminyl-uracil
CPD-19387	allosamidin
CPD-19388	2-(hydroxysulfanyl)hercynine
CPD-194	4-nitrophenyl phosphate
CPD-19404	2,3-dihydroxy-4-toluate
CPD-19405	2-hydroxy-3-carboxy-6-oxo-hepta-2,4-dienoate
CPD-19407	2,3-dihydroxy-4-methoxybenzoate
CPD-19408	2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate
CPD-19410	2-hydroxy-6-methoxy-hexa-2,4-dienoate
CPD-1943	(1R,6S)-dihydroxycyclohexa-2,4-diene-1,4-dicarboxylate
CPD-19461	cyclobis-(1&rarr;6)-&alpha;-nigerosyl
CPD-19471	N-[2-(carboxylatoamino)-1,2-bis(1H-indol-3-yl)ethyl]carbamate
CPD-195	octanoate
CPD-19543	1,2,4-triazole-3-alanine
CPD-19557	&alpha;-phenylglycidate
CPD-19561	tetrodotoxin
CPD-19562	thio-NAD
CPD-196	octanoyl-CoA
CPD-19661	coenzyme F<sub>390</sub>-G
CPD-19682	cholesteryl-&alpha;-D-glucoside
CPD-19710	anaerobilin
CPD-19713	biliverdin-IX &beta;
CPD-19714	biliverdin-IX &delta;
CPD-19731	5-chloro-3-oxoadipate
CPD-19745	glycolaldehyde phosphate
CPD-19754	<i>N</i>-[(2S)-2-amino-2-carboxyethyl]-L-glutamate
CPD-19757	(2S)-2-acetamido-4-aminobutanoate
CPD-19778	(2Z,4Z)-2-amino-5-chloro-6-oxohexa-2,4-dienoate
CPD-19779	(2Z,4Z)-2-amino-5-chlorohexa-2,4-dienedioate
CPD-19780	(2Z,4Z)-2-chloro-5-hydroxyhexa-2,4-dienedioate
CPD-19781	(3E)-2-chloro-5-oxohex-3-enedioate
CPD-19782	(3E)-5-chloro-2-oxopent-3-enoate
CPD-19833	roseoflavin
CPD-19834	8-demethyl-8-(methylamino)riboflavin
CPD-19835	8-amino-8-demethylriboflavin
CPD-19847	N6-acetyl-L-&beta;-lysine
CPD-19856	(6Z,9Z,12Z,15Z)-3-hydroxy-2-[(2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl]octadeca-6,9,12,15-tetraenoate
CPD-19857	3-[(3Z,6Z,9Z,12Z)-pentadeca-3,6,9,12-tetraen-1-yl]-4-[(2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl]oxetan-2-one
CPD-19876	D-threonate
CPD-19877	D-erythronate
CPD-19879	4-phospho-D-threonate
CPD-19880	3-dehydro-4-phospho-L-erythronate
CPD-19881	3-dehydro-4-phospho-D-erythronate
CPD-19882	2-dehydro-L-erythronate
CPD-19883	2-dehydro-D-erythronate
CPD-19884	3-dehydro-L-erythronate
CPD-19888	2-isocapryloyl-3<i>S</i>-(phosphooxy)methyl-&gamma;-butyrolactone phosphate
CPD-19889	[4-(6-methylheptanoyl)-5-oxo-2H-furan-3-yl]methyl phosphate
CPD-19890	2-oxo-3-(phosphooxy)propyl 8-methyl-3-oxononanoate
CPD-19918	SCB1
CPD-19933	2-oxo-3-(phosphooxy)propyl 7-methyl-3-oxooctanoate
CPD-19945	SCB2
CPD-19946	SCB3
CPD-19947	6-dehydro-SCB2
CPD-19948	6-dehydro-SCB3
CPD-19988	ethionamide
CPD-19991	2-ethyl-4-amidopyridine
CPD-19997	5-methyl-N-(4-nitrophenyl)thiophene-2-carboxamide
CPD-19998	5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide
CPD-2	Cs<sup>+</sup>
CPD-20000	5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide
CPD-20001	2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole
CPD-20002	2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole
CPD-20026	21-phosphorifampicin
CPD-20029	2-hydroxyputrescine
CPD-20035	1-methyl-dAMP
CPD-20036	1-methyl-dATP
CPD-20067	&alpha;-D-mannosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol
CPD-20069	&alpha;-D-mannosyl-(1&rarr;3)-&alpha;-D-mannosyl-(1&rarr;3)-&alpha;-D-mannosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol
CPD-20070	&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-Man-(1&rarr;3)-&alpha;-D-GlcNAc-diphospho-<i>ditrans,octacis</i>-undecaprenol
CPD-201	4-hydroxybenzoyl-CoA
CPD-20103	rhizobitoxine
CPD-20104	dihydrorhizobitoxine
CPD-20111	<i>S</i>-(hydroxymethyl)bacillithiol
CPD-20112	<i>S</i>-formylbacillithiol
CPD-20117	<i>p</i>-nitrophenyl-&beta;-D-galactofuranoside
CPD-202	choloyl-CoA
CPD-20340	ophthalmate
CPD-20487	(4Z,8Z)-4,8-dimethyl-12-oxotrideca-4,8-dienal
CPD-20490	(4Z,8Z,12Z,16Z,20Z,24Z)-4,8,12,16,20,24-hexamethyl-28-oxononacosa-4,8,12,16,20,24-hexaenal
CPD-20491	(4Z,8Z,12Z,16Z,20Z)-4,8,12,16,20-pentamethyl-24-oxopentacosa-4,8,12,16,20-pentaenal
CPD-20492	(4Z,8Z,12Z,16Z)-4,8,12,16-tetramethyl-20-oxohenicosa-4,8,12,16-tetraenal
CPD-20493	(4Z,8Z,12Z)-4,8,12-trimethyl-16-oxoheptadeca-4,8,12-trienal
CPD-20508	pyridin-1-ium-3,5-dicarboxylate mononucleotide
CPD-20512	a [LarE]-dehydroalanine
CPD-20513	pyridin-1-ium-3-carboxylate-5-thiocarboxylate mononucleotide
CPD-20518	pyridin-1-ium-3,5-bisthiocarboxylate mononucleotide
CPD-20546	nocamycin E
CPD-20548	2,4-dibromophenol
CPD-20551	2,4,6-tribromophenol
CPD-20552	3,3',5,5'-tetrabromo-2,2'-biphenyldiol
CPD-20553	hexabromo-2,2'-bipyrrole
CPD-20554	pentabromopseudilin
CPD-20559	2,6-dibromo-4-(2,4-dibromophenoxy)phenol
CPD-20566	2,3,4-tribromo-1<i>H</i>-pyrrole
CPD-20568	tribromopyrrole-2-carboxylate
CPD-20581	4',4,6-tribromo-2,2-biphenol
CPD-20584	2-bromo-4-(2,4-dibromophenoxy)phenol
CPD-20585	2,4-dibromo-6-(2,4-dibromophenoxy)phenol
CPD-20587	2,6-dibromo-4-(2,4,6-tribromophenoxy)phenol
CPD-20594	3,5-dibromocatechol
CPD-20595	3-bromo-5-(2,4-dibromo-6-hydroxyphenoxy)benzene-1,2-diol
CPD-20596	5-bromo-3-(2,4-dibromo-6-hydroxyphenoxy)benzene-1,2-diol
CPD-20597	5-bromo-3-(3,5-dibromo-2-hydroxyphenoxy)benzene-1,2-diol
CPD-20598	3-bromo-5-(3,5-dibromo-2-hydroxyphenoxy)benzene-1,2-diol
CPD-2061	1-iodopropane
CPD-20624	isorenieratene
CPD-20625	chlorobactene
CPD-20626	&beta;-isorenieratene
CPD-20627	1-hydroxychlorobactene
CPD-20628	hydroxychlorobactene glucoside
CPD-20629	lauryl-hydroxychlorobactene glucoside
CPD-20647	7,8-dihydro-&beta;-carotene
CPD-20664	2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside
CPD-20665	2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene
CPD-20670	sarcinaxanthin
CPD-20671	decaprenoxanthin monoglucoside
CPD-20672	sarcinaxanthin monoglucoside
CPD-20673	sarcinaxanthin diglucoside
CPD-20674	deoxyflexixanthin
CPD-20681	4-oxopentanoyl-CoA
CPD-20682	4-hydroxypentanoyl-CoA
CPD-20683	4-(phosphooxy)pentanoyl-CoA
CPD-20684	3-pentenoyl-CoA
CPD-20688	4-hydroxypentanoate
CPD-20689	3-pentenoate
CPD-207	phenylacetyl-CoA
CPD-20702	&alpha;-D-galacturonosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;4)-&beta;-D-glucosyl-(C55 &omega;-saturated dolichyl phosphate)
CPD-20724	5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil
CPD-20746	N&alpha;,N&epsilon;-diacetyl-lysyl-D-alanine
CPD-20749	UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-L-glutamate
CPD-20750	L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine
CPD-20753	&beta;-tabtoxin
CPD-20754	tabtoxinine-&beta;-lactam
CPD-20758	<i>N</i>-acetyl-tabtoxinine-&beta;-lactam
CPD-20759	(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate
CPD-20762	paerucumarin
CPD-20766	(2<i>S</i>)-3-(1<i>H</i>-indol-3-yl)-2-isocyanopropanoate
CPD-20768	4-[(<i>E</i>)-2-isocyanoethenyl]phenol
CPD-20769	3-[(<i>Z</i>)-2-isocyanoethenyl]-1<i>H</i>-indole
CPD-20770	(2<i>E</i>)-3-(4-hydroxyphenyl)-2-isocyanoprop-2-enoate
CPD-20771	rhabduscin
CPD-20795	3-geranyl-3-[(<i>Z</i>)-2-isocyanoethenyl]-1H-indole
CPD-20797	12-<i>epi</i>-fischerindole U
CPD-208	(<i>S</i>)-malyl-CoA
CPD-20802	12-<i>epi</i>-hapalindole C
CPD-20803	12-<i>epi</i>-fischerindole G
CPD-20804	12-<i>epi</i>-hapalindole E
CPD-20810	welwitindolinone B isothiocyanate
CPD-20811	<i>N</i>-methylwelwitindolinone B isothiocyanate
CPD-20812	welwitindolinone C isothiocyanate
CPD-20813	<i>N</i>-methylwelwitindolinone C isothiocyanate
CPD-20821	UDP-4-acetamido-4,6-dideoxy-&alpha;-L-galactose
CPD-20826	adenine ribotide phosphate
CPD-20827	phenyl-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20828	4-methylphenyl-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20829	benzimidazole ribotide phosphate
CPD-20830	5-hydroxybenzimidazole ribotide phosphate
CPD-20831	5-methoxybenzimidazole ribotide phosphate
CPD-20832	5-methoxy-6-methylbenzimidazole ribotide phosphate
CPD-20833	<i>Co</i>&alpha;-[&alpha;-(benzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20836	<i>Co</i>&alpha;-[&alpha;-(5-methoxy-6-methylbenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20838	5-methylbenzimidazole ribotide phosphate
CPD-20839	<i>Co</i>&alpha;-[&alpha;-(5-methylbenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20846	<i>Co</i>&alpha;-[&alpha;-(5-methylbenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide
CPD-20849	<i>Co</i>&alpha;-[&alpha;-(5-hydroxybenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide
CPD-20851	2-methyladenine ribotide phosphate
CPD-20852	<i>Co</i>&alpha;-[&alpha;-(2-methyladenin-9-yl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20853	<i>Co</i>&alpha;-[&alpha;-(2-methyladenin-7-yl)]-<i>Co</i>&beta;-adenosylcobamide
CPD-20855	<i>Co</i>&alpha;-[&alpha;-(5-hydroxybenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20856	<i>Co</i>&alpha;-[&alpha;-(adenin-9-yl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate
CPD-20866	2-hydroxy-4-aminobutanoate
CPD-20867	(<i>S</i>)-azetidine-2-carboxylate
CPD-20890	tetraphenylphosphonium
CPD-20894	dequalinium
CPD-20898	nigericin
CPD-20899	valinomycin
CPD-209	UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine
CPD-20903	cob(II)inamide
CPD-20908	cob(II)yrinate <i>a,c</i>-diamide-[corrinoid adenosyltranferase]
CPD-20909	cob(I)yrinate <i>a,c</i>-diamide-[corrinoid adenosyltranferase]
CPD-20920	tetrachlorosalicylanilide
CPD-20921	bicozamycin
CPD-20966	&beta;-D-glucosyl-1-phosphoundecaprenol
CPD-20969	5,6-diaminouracil
CPD-21000	pre-pseudomonine
CPD-21001	<i>N</i>-hydroxyhistamine
CPD-21007	vanchrobactin
CPD-21009	baumannoferrin A
CPD-21010	baumannoferrin B
CPD-21011	<i>N</i><sup>5</sup>-2,4-diaminobutanoate-<i>N</i><sup>1</sup>-citryl-<i>N</i><sup>3</sup>-decanoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21012	<i>N</i><sup>1</sup>-citryl-<i>N</i><sup>3</sup>-decanoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
