1-AMINO-PROPAN-2-OL	C[C@@H](O)C[N+]
CPD-19238	C([C@H]1([C@H]([C@H]([C@@H](OP([O-])(=O)CNCC([O-])=O)O1)O)O))OP([O-])(OP([O-])(=O)OP(=O)([O-])[O-])=O
CPD-19239	C([C@H]1([C@H]([C@H]([C@@H](OP([O-])(=O)CNCC([O-])=O)O1)O)O))OP([O-])([O-])=O
CPD-19240	CC(=O)N[C@@H](P([O-])([O-])=O)C
CPD-19241	C[C@H]([N+])P([O-])([O-])=O
CPD-19242	CC(=O)N[C@H](P([O-])([O-])=O)C
CPD-19243	CC(=O)NCCP([O-])([O-])=O
CPD-19251	C=C(C)C(CC=C(C)CO)CCC(/C)=C/C=CC(/C)=C/C=CC(/C)=C/C=CC=C(C)C=CC=C(C)C=CC=C(C)CCC(CC=C(C)CO)C(C)=C
CPD-19252	C[C@@]1(O)(C4(/C(/C(=O)[C@]2(O)(C(=O)[C@]3(O)(C(=O)C(/C(=O)N)=C([C@@H]([N+](C)C)[C@H](C[C@H]12)3)/[O-])))=C(C=CC=4)/O))
CPD-19254	CC(\C=CC=C(C)C=CC1(C(C)(C)C(CC=C(C)1)CC=C(C)CO))=C/C=CC=C(C)C=CC=C(C)C=CC2(C(C)(C)C(CC=C(C)CO)CC=C(C)2)
CPD-19255	C[C@@]1(O)(C4(\C=CC=C(O)C(/C(=O)C2(\[C@H]1[C@H](O)[C@@H]3([C@@](C(/O)=2)(O)C(=O)C(/C(=O)N)=C([C@@H]([N+](C)C)3)/[O-])))=4))
CPD-19260	CC(C)(C)[N+]CC(=O)NC1(\C=C(N(C)C)C2(/C[C@H]3(C(/C(=O)C(/C(/O)=1)=2)=C([C@@]4(O)([C@@H](C3)[C@H]([N+](C)C)C(/[O-])=C(C(=O)4)/C(N)=O))/O)))
CPD-19261	CC(C)(C)[N+]CC(=O)NC3(\C=C(N(C)C)C4(/C[C@H]1([C@@](O)(C(=O)[C@@]2(O)([C@@H](C1)[C@H]([N+](C)C)C(/[O-])=C(C(=O)2)/C(N)=O))C(=O)C(/C(/O)=3)=4)))
CPD-19267	CC(\C=CC=C(C)C=CC1(C(C)(C)C(CC=C(C)1)CC=C(C)CO[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2)))=C/C=CC=C(C)C=CC=C(C)C=CC4(C(C)(C)C(CC=C(C)CO[C@@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3))CC=C(C)4)
CPD-19268	C[C@@]1(O)(C4(\C=CC=C(O)C(/C(=O)C2(C(=O)[C@]3(O)(C(=O)C(/C(=O)N)=C([C@@H]([N+](C)C)[C@H]([C@@H](O)C1=2)3)/[O-])))=4))
CPD-19270	CC3(/C4(C=CC=C(O)C(C(/O)=C1(C(\C[C@@H]2([C@@](C1=O)(O)C(=O)C(/C(=O)N)=C([C@@H]([N+])2)/[O-]))=3))=4))
CPD-19271	CC3(/C4(C=CC=C(O)C(C(/O)=C1(C(\C[C@@H]2([C@@](C1=O)(O)C(=O)C(/C(=O)N)=C([C@@H]([N+]C)2)/[O-]))=3))=4))
CPD-19272	CC3(/C4(C(/C(/O)=C1(C(\C[C@@H]2([C@@](C1=O)(O)C(=O)C(/C(=O)N)=C(C(=O)2)/[O-]))=3))=C(C=CC=4)/O))
CPD-19273	CC3(/C4(C=CC=C(O)C(C(/O)=C2(C(\C=C1(C(/C(/[O-])=C(C(\O)=C/1)/C(=O)N)=C2/O))=3))=4))
CPD-19274	CC3(/C4(C=CC=C(O)C(C(/O)=C2(C(\C=C1(C(/C(/[O-])=C(C(/O)=C1/O)/C(=O)N)=C2/O))=3))=4))
CPD-19275	C(=O)(N)C1(\C(\O)=C/C2(/C(/C(/[O-])=1)=C(C3(\C(\C=2)=C/C4(C=CC=C(O)C(C(/O)=3)=4)))/O))
CPD-19285	CC(C)=CCCC(/C)=C/C=CC(/C)=C/C=CC(/C)=C/C=CC=C(C)C=CC=C(C)C=CC=C(C)CCC(CC=C(C)CO)C(C)=C
CPD-19288	CCC(=O)CC(=O)CC(=O)CC(=O)C1(\C(\CC(=O)CC(=O)CC([O-])=O)=C/C=CC(/O)=1)
CPD-19289	CC1(/C(=O)NC(=O)N(C=1)[C@@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP([O-])(=O)O[C@@H]2(O[C@@H](C)C(=O)[C@@H]([N+])C2))O3))
CPD-19290	CC1(/C(=O)NC(=O)N(C=1)[C@@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP([O-])(=O)O[C@@H]2(O[C@@H](C)C(=O)C(=O)C2))O3))
CPD-19301	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]2(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP([O-])(=O)OC[C@@H](CO)O)O)[C@H](O)[C@H](NC(=O)C)2))O)NC(C)=O)
CPD-19302	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]2(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP([O-])(=O)OC[C@@H](COP([O-])(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CO)O)O)[C@H](O)[C@H](NC(=O)C)2))O)NC(C)=O)
CPD-19307	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]2(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP([O-])(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CO)O)[C@H](O)[C@H](NC(=O)C)2))O)NC(C)=O)
CPD-19313	COC1(/C(\O)=C/C=C(C=1)[C@H]2(OC3(C(\OC)=C/C(C=CC([O-])=O)=CC([C@@H](C(O)O)2)=3)))
CPD-19314	COC1(/C(\O)=C/C=C(C=1)[C@@H]2(OC3(C(\OC)=C/C(C=CC([O-])=O)=CC([C@H](C(O)O)2)=3)))
CPD-19317	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(C)=O)
CPD-19322	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[N+])O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))NC(C)=O)
CPD-19323	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[N+])O[C@H]2(O[C@H](COP(OC[C@H]([C@H]([C@H](CO)O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)2))NC(C)=O)
CPD-19324	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[N+])O[C@H]3(O[C@H](COP(OC[C@H]([C@H]([C@H](CO[C@@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)NC(C)=O))O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)3))NC(C)=O)
CPD-19326	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[N+])O[C@H]4(O[C@H](COP(OC[C@H]([C@H]([C@H](CO[C@@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]3([C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(C)=O))NC(C)=O))O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)4))NC(C)=O)
CPD-19327	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[N+])O[C@H]4(O[C@H](COP(OC[C@H]([C@H]([C@H](CO[C@@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]3([C@@H]([C@H]([C@H]([C@H](O3)COP(OCC[N+](C)(C)C)([O-])=O)O)O)NC(C)=O))NC(C)=O))O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)4))NC(C)=O)
CPD-19328	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[N+])O[C@H]4(O[C@H](COP(OC[C@H]([C@H]([C@H](CO[C@@H]2([C@@H]([C@H]([C@H]([C@H](O2)COP(OCC[N+](C)(C)C)([O-])=O)O)O[C@H]3([C@@H]([C@H]([C@H]([C@H](O3)COP(OCC[N+](C)(C)C)([O-])=O)O)O)NC(C)=O))NC(C)=O))O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)4))NC(C)=O)
CPD-19339	C(OP([O-])(=O)[O-])[C@H]1([C@@H](O)[C@@H](O)[C@H](O)[C@@](CO)(O)O1)
CPD-19340	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]3(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP(O[C@@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)NC(C)=O))([O-])=O)O)[C@H](O)[C@H](NC(=O)C)3))O)NC(C)=O)
CPD-19341	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]4(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP(O[C@@H]2([C@@H]([C@H]([C@@H](O)[C@H](O2)CO)O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))NC(C)=O))([O-])=O)O)[C@H](O)[C@H](NC(=O)C)4))O)NC(C)=O)
CPD-19342	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]5(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP(O[C@@H]2([C@@H]([C@H]([C@@H](O)[C@H](O2)CO)O[C@H]4(O[C@H](COP(O[C@@H]3([C@@H]([C@H]([C@@H](O)[C@H](O3)CO)O)NC(C)=O))([O-])=O)[C@@H](O)[C@H](O)[C@@H](O)4))NC(C)=O))([O-])=O)O)[C@H](O)[C@H](NC(=O)C)5))O)NC(C)=O)
CPD-19343	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@H]6(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](COP(O[C@@H]2([C@@H]([C@H]([C@@H](O)[C@H](O2)CO)O[C@H]5(O[C@H](COP(O[C@@H]3([C@@H]([C@H]([C@@H](O)[C@H](O3)CO)O[C@H]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)4))NC(C)=O))([O-])=O)[C@@H](O)[C@H](O)[C@@H](O)5))NC(C)=O))([O-])=O)O)[C@H](O)[C@H](NC(=O)C)6))O)NC(C)=O)
CPD-19349	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(O[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO[C@@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](NC(=O)C)2))O)O)NC(C)=O))([O-])=O
CPD-19350	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(O[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O[C@H]2(O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)2))[C@@H](NC(=O)C)3))O)O)NC(C)=O))([O-])=O
CPD-19351	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(O[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO[C@@H]4(O[C@H](CO)[C@H](O)[C@H](O[C@H]3(O[C@H](C(=O)[O-])[C@@H](O[C@H]2(O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)2))[C@H](O)[C@@H](O)3))[C@@H](NC(=O)C)4))O)O)NC(C)=O))([O-])=O
CPD-19360	C=C3([C@H]([C@@H]([C@H]([C@@H](OP(OP(OC[C@H]1([C@H]([C@H]([C@@H](O1)N2(C=CC(NC2=O)=O))O)O))([O-])=O)([O-])=O)O3)NC(C)=O)O)O)
CPD-19361	C=C3([C@@H]([C@@H]([C@H]([C@@H](OP(OP(OC[C@H]1([C@H]([C@H]([C@@H](O1)N2(C=CC(NC2=O)=O))O)O))([O-])=O)([O-])=O)O3)NC(C)=O)O)O)
CPD-19362	CC(=O)N[C@H]5([C@@H](O)[C@@H](O)[C@@H](CC(O)[C@H]2([C@@H](O)[C@@H](O)[C@H](N1(C=CC(=O)NC1=O))O2))O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@@H]3(O[C@H]([C@H](O)[C@H](O)3)N4(C=CC(=O)NC(=O)4)))5)
CPD-19364	CC(=O)N[C@H]3([C@@H](O)[C@@H](O)[C@@H](CC([C@H]2([C@@H](O)[C@@H](O)[C@H](N1(C=CC(=O)NC1=O))O2))O)OC(O)3)
CPD-19365	CC(=O)N[C@H]4([C@@H](O)[C@@H](O)[C@@H](CC([C@H]2([C@@H](O)[C@@H](O)[C@H](N1(C=CC(=O)NC1=O))O2))O)O[C@@H](O[C@H]3([C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)NC(C)=O))4)
CPD-19366	CC(N[C@H]4([C@H]([C@@H]([C@@H](CO)O[C@H](O[C@@H]3([C@H]([N+])[C@@H](O)[C@@H](O)[C@@H](CC([C@H]2([C@@H](O)[C@@H](O)[C@H](N1(C=CC(=O)NC1=O))O2))O)O3))4)O)O))=O
CPD-19387	CC(N[C@H]1([C@@H]([C@@H]([C@@H](CO)O[C@H]1O[C@H]2([C@@H](CO)O[C@H]([C@@H]([C@@H]2O)NC(C)=O)O[C@@H]3([C@@H]([C@H]4([C@H]([C@H](CO)3)OC(N(C)C)=N4))O)))O)O))=O
CPD-19388	C[N+]([C@H](C(=O)[O-])CC1(/N=C(SO)NC=1))(C)C
CPD-194	C1(/C(\[N+]([O-])=O)=C/C=C(C=1)OP([O-])(=O)[O-])
CPD-19404	CC1(/C(/O)=C(C(\C(=O)[O-])=C/C=1)/O)
CPD-19405	CC(=O)C=CC(\C([O-])=O)=C(C([O-])=O)/O
CPD-19407	COC1(\C=CC(/C([O-])=O)=C(C(/O)=1)/O)
CPD-19408	COC(=O)C=CC(\C([O-])=O)=C(C([O-])=O)/O
CPD-19410	COC(=O)C=CC=C(O)C([O-])=O
CPD-1943	C([O-])(=O)C1(/C=C[C@@](C(=O)[O-])(O)[C@@H](O)C=1)
CPD-19461	C(O)[C@@H]2(O[C@H]1(OC[C@@H]5(O[C@H](O[C@H]4([C@@H](O)[C@@H](OC[C@@H]3(O[C@H](O[C@H]([C@@H](O)1)[C@H](O)2)[C@H](O)[C@@H](O)[C@H](O)3))O[C@H](CO)[C@@H](O)4))[C@H](O)[C@@H](O)[C@H](O)5)))
CPD-19471	C3(/NC4(/C(\C(\C(C(C(=N)C([O-])=O)C1(/C2(/C(\NC=1)=C/C=CC=2)))C(=N)C([O-])=O)=3)=C/C=CC=4))
CPD-195	CCCCCCCC(=O)[O-]
CPD-19543	C(C(C([O-])=O)[N+])C1(NC=NN=1)
CPD-19557	C2(/C=CC(\C1(C(=O)[O-])(CO1))=C/C=2)
CPD-19561	C(O)[C@@]1([C@H]2(O[C@]4(O)(O[C@H]1[C@@H](O)[C@]3(NC(N)N[C@H](O)[C@@H]23)([C@H](O)4))))(O)
CPD-19562	C1(C(\C(N)=S)=C/C=C[N+]=1[C@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(C=NC4(C(N)=NC=NC3=4))))[C@@H](O)[C@@H](O)5))
CPD-196	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-]
CPD-19661	C[C@@H](C(=O)N[C@H](C([O-])=O)CCC(=O)N[C@H](C([O-])=O)CCC(=O)[O-])OP([O-])(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN2(C1(C(\C(=O)NC(=O)N=1)=C/C6(/C\2=C/C(\OP(OC[C@H]5([C@H]([C@H]([C@H](N3(C4(N=C(N)NC(=O)C(N=C3)=4)))O5)O)O))([O-])=O)=C/C=6)))
CPD-19682	CC(C)CCC[C@@H](C)[C@@H]1(CC[C@H]2([C@@](C)1CC[C@@H]3([C@H]2CC=C5([C@@](C)3CC[C@H](O[C@@H]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)4))C5))))
CPD-19710	C=CC4(/C(\C)=C(C=C1(C(\C)=C(CCC([O-])=O)/C(\N1)=C/C3(/NC(\C=C2(C(\C=C)=C(C)/C(C=C)=N2))=C(C)/C(\CCC([O-])=O)=3)))/NC=4)
CPD-19713	C=CC2(/C(C=C1(C(\C)=C(C=C)/C(N1)=O))=NC(/C(\C)=2)=C/C4(/NC(\C=C3(C(\CCC([O-])=O)=C(C)/C(N3)=O))=C(CCC([O-])=O)/C(\C)=4))
CPD-19714	C=CC4(/C(\C)=C(C=C1(C(\C=C)=C(C)/C(N1)=O))/NC(\C=C3(N=C(C=C2(C(\CCC([O-])=O)=C(C)/C(N2)=O))C(\CCC([O-])=O)=C(C)/3))=4)
CPD-19731	C(=O)([O-])CC(=O)CC(Cl)C(=O)[O-]
CPD-19745	C(OP([O-])(=O)[O-])[CH]=O
CPD-19754	C([O-])(=O)CC[C@@H](C(=O)[O-])[N+]C[C@H]([N+])C(=O)[O-]
CPD-19757	CC(=O)N[C@@H](CC[N+])C(=O)[O-]
CPD-19778	[CH](C(/Cl)=C/C=C(N)C(=O)[O-])=O
CPD-19779	C([O-])(=O)C(/Cl)=C/C=C(C([O-])=O)N
CPD-19780	C(C(/Cl)=C/C=C(O)C(=O)[O-])(=O)[O-]
CPD-19781	C(C(C=CC(=O)C(=O)[O-])Cl)(=O)[O-]
CPD-19782	C(C=CC(=O)C([O-])=O)Cl
CPD-19833	CC3(\C=C2(C(\N(C[C@H](O)[C@H](O)[C@H](O)CO)C1(C(C(=O)[N-]C(=O)N=1)=N2))=C/C(\N(C)C)=3))
CPD-19834	CC3(\C=C2(C(\N(C[C@H](O)[C@H](O)[C@H](O)CO)C1(C(C(=O)[N-]C(=O)N=1)=N2))=C/C(\NC)=3))
CPD-19835	CC3(\C=C2(C(\N(C[C@H](O)[C@H](O)[C@H](O)CO)C1(C(C(=O)[N-]C(=O)N=1)=N2))=C/C(\N)=3))
CPD-19847	CC(=O)NCCC[C@H]([N+])CC(=O)[O-]
CPD-19856	CCC=CCC=CCC=CCC=CCC[C@H](O)[C@@H](CC=CCC=CCC=CCC=CCC)C(=O)[O-]
CPD-19857	CCC=CCC=CCC=CCC=CCC[C@H]1(C(=O)O[C@@H]1CC=CCC=CCC=CCC=CCC)
CPD-19876	C(O)[C@@H](O)[C@H](O)C([O-])=O
CPD-19877	C(O)[C@@H](O)[C@@H](O)C([O-])=O
CPD-19879	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C([O-])=O
CPD-19880	C(OP([O-])(=O)[O-])C(=O)[C@H](O)C([O-])=O
CPD-19881	C(OP([O-])(=O)[O-])C(=O)[C@@H](O)C([O-])=O
CPD-19882	C([C@@H](C(C(=O)[O-])=O)O)O
CPD-19883	C([C@H](C(C(=O)[O-])=O)O)O
CPD-19884	C(C([C@@H](C(=O)[O-])O)=O)O
CPD-19888	CC(C)CCCCC(C1([C@H](COP([O-])([O-])=O)COC(=O)1))=O
CPD-19889	CC(C)CCCCC(C1(C(=O)OCC(COP([O-])([O-])=O)=1))=O
CPD-19890	CC(C)CCCCC(CC(=O)OCC(=O)COP([O-])(=O)[O-])=O
CPD-19918	CC(C)CCCC[C@H]([C@@H]1([C@H](CO)COC(=O)1))O
CPD-19933	CC(C)CCCC(CC(=O)OCC(=O)COP([O-])(=O)[O-])=O
CPD-19945	CCCCCCC[C@H]([C@@H]1([C@H](CO)COC(=O)1))O
CPD-19946	CCC(C)CCCC[C@H]([C@@H]1([C@H](CO)COC(=O)1))O
CPD-19947	CCCCCCCC(C1([C@H](CO)COC(=O)1))=O
CPD-19948	CCC(C)CCCCC(C1([C@H](CO)COC(=O)1))=O
CPD-19988	CCC1(C=C(C(N)=S)C=CN=1)
CPD-19991	CCC1(C=C(C(=O)N)C=CN=1)
CPD-19997	CC2(/SC(\C(NC1(/C=CC(\[N+](=O)[O-])=C/C=1))=O)=C/C=2)
CPD-19998	CC2(/S(=O)(=O)C(\C(NC1(/C=CC(\[N+](=O)[O-])=C/C=1))=O)=C/C=2)
CPD-2	[Cs+]
CPD-20000	CC2(/S(=O)C(\C(NC1(/C=CC(\[N+](=O)[O-])=C/C=1))=O)=C/C=2)
CPD-20001	C1(CCOC(O1)CCSC3(OC(C2(/C=CC=CC=2))=NN=3))
CPD-20002	C1(CCOC(O1)CCS(=O)C3(OC(C2(/C=CC=CC=2))=NN=3))
CPD-20026	C[C@H]2([C@H](OP([O-])([O-])=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@]1(C)(C(=O)C5(\C(\O1)=C(C)/C(/[O-])=C3(C(/C(/O)=C(C(/NC(=O)C(\C)=C/C=C2)=C3/O)/C=NN4(CC[N+](C)CC4))=5))))
CPD-20029	C([N+])C(O)CC[N+]
CPD-20035	CN2(C(=N)C3(N=CN([C@@H]1(C[C@@H]([C@H](O1)COP([O-])([O-])=O)O))C(N=C2)=3))
CPD-20036	CN2(C(=N)C3(N=CN([C@@H]1(C[C@@H]([C@H](O1)COP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O)O))C(N=C2)=3))
CPD-20067	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)2))NC(C)=O)
CPD-20069	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O[C@@H]4(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)2))[C@H](O)3))[C@H](O)4))NC(C)=O)
CPD-20070	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O[C@@H]8(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O[C@@H]4(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)2))[C@H](O)3))[C@H](O)4))5))6))[C@H](O)7))[C@H](O)8))NC(C)=O)
CPD-201	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(/C=CC(\O)=C/C=1))=O)COP(=O)(OP(=O)(OC[C@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(N=CN=C(C(N=C3)=4)N))))[O-])[O-]
CPD-20103	C(\OC[C@@H](CO)[N+])=C/[C@@H](C(=O)[O-])[N+]
CPD-20104	C(OC[C@@H](CO)[N+])C[C@@H](C(=O)[O-])[N+]
