engelman_met_id,PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID_UPDATED,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB
met43591,373,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,43591,LC/MS Neg,100004575,1367,215.1037,39825-23-5,10398396,,
met36751,91,N2-acetyllysine,Amino Acid,Lysine Metabolism,36751,LC/MS Polar,100001721,3372.6,187.1088,1946-82-3,92907,C12989,HMDB00446
met35130,3435,N4-acetylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",35130,LC/MS Neg,100001413,2040,284.0888,3768-18-1,107461,,HMDB05923
met62106,4316,N4-acetylsulfamethoxazole*,Xenobiotics,Drug - Antibiotic,62106,LC/MS Neg,100020243,2489,294.0554,,65280,"C13061,D01601",HMDB13854
met1498,97,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.1598,23284-33-5,440120,C03793,HMDB01325
met36752,92,N6-acetyllysine,Amino Acid,Lysine Metabolism,36752,LC/MS Polar,100001734,2612.6,187.1088,692-04-6,92832,C02727,HMDB00206
met35157,3350,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.127,24719-82-2,161466,,HMDB41623
met48130,3359,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Neg,100001664,940,382.1004,4542-23-8,165243,,HMDB00912
met12122,4210,naproxen,Xenobiotics,"Drug - Analgesics, Anesthetics",12122,LC/MS Neg,1384,4155,229.087,22204-53-1,156391,C01517,HMDB01923
met57531,1443,nervonoylcarnitine (C24:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57531,LC/MS Pos Late,100015846,1602,510.4517,,,,
met594,3464,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.0553,98-92-0,936,C00153,HMDB01406
met35121,3482,nicotinurate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,35121,LC/MS Neg,100001455,1467,179.0462,583-08-4,68499,C05380,HMDB03269
met34598,4359,nifedipine,Xenobiotics,Drug - Cardiovascular,34598,LC/MS Pos Late,100001514,1005,347.1238,21829-25-4,4485,"D00437,C07266",
met57810,1204,nisinate (24:6n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),57810,LC/MS Neg,100015785,5657,355.2643,68378-49-4,11792612,,HMDB02007
met1356,1174,nonadecanoate (19:0),Lipid,Long Chain Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,646-30-0,12591,C16535,HMDB00772
met37252,4465,norfluoxetine,Xenobiotics,Drug - Psychoactive,37252,LC/MS Pos Late,100003769,1008,296.1257,83891-03-6,4541,,HMDB60551
met36845,3663,o-cresol sulfate,Xenobiotics,Benzoate Metabolism,36845,LC/MS Neg,100001806,2796,187.0071,,11615528,,
met53239,4247,O-desmethyltramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",53239,LC/MS Pos Early,100006382,3045,250.1802,73986-53-5,130829,,HMDB60997
met52357,4248,O-desmethyltramadol glucuronide,Xenobiotics,"Drug - Analgesics, Anesthetics",52357,LC/MS Pos Early,100006383,2741,426.2123,383891-39-2,,,
met43334,4469,O-desmethylvenlafaxine,Xenobiotics,Drug - Psychoactive,43334,LC/MS Pos Early,100004173,3253,264.1958,300827-87-6,125017,D07793,HMDB60532
met47883,4409,o-hydroxyatorvastatin,Xenobiotics,Drug - Metabolic,47883,LC/MS Neg,100005933,5015,573.2406,214217-86-4,9808225,,
met45413,4582,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.0234,,514186,,
met36754,1313,octadecanedioate (C18-DC),Lipid,"Fatty Acid, Dicarboxylate",36754,LC/MS Neg,100001615,5043,313.2384,871-70-5,70095,,HMDB00782
met61867,1426,octadecanedioylcarnitine (C18-DC)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),61867,LC/MS Pos Late,100005998,1227,458.3476,123233-50-1,,,
met61861,1314,octadecenedioate (C18:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.2228,,,,
met61865,1427,octadecenedioylcarnitine (C18:1-DC)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),61865,LC/MS Pos Late,100005996,1180,456.332,251981-06-3,,,
met33936,1401,octanoylcarnitine (C8),Lipid,Fatty Acid Metabolism(Acyl Carnitine),33936,LC/MS Pos Late,100001247,950,288.2169,3671-77-0,123701,C02838,HMDB00791
met21320,4276,ofloxacin,Xenobiotics,Drug - Antibiotic,21320,LC/MS Neg,100000673,3600,360.1365,82419-36-1,4583,C07321,HMDB01929
met52285,1167,oleate/vaccenate (18:1),Lipid,Long Chain Fatty Acid,52285,LC/MS Neg,100008930,5655,281.2486,,,,
met38102,1626,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Neg,1137,6450,324.2908,11-58-0;111-58-0,5283454,,HMDB02088
met54960,2315,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,Lipid,Diacylglycerol,54960,LC/MS Pos Late,100010936,2907,660.5562,,,,HMDB07228
met54961,2316,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol,54961,LC/MS Pos Late,100010937,2990,660.5562,,,,HMDB07228
met46798,2302,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol,46798,LC/MS Pos Late,100002989,3115,636.5562,106292-55-1,,,HMDB07219
met46799,2303,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol,46799,LC/MS Pos Late,100002990,3223,636.5562,104346-53-4,,,HMDB07219
met54945,2299,oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,Lipid,Diacylglycerol,54945,LC/MS Pos Late,100010918,3571,638.5718,,,,HMDB07218
met54946,2300,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,Lipid,Diacylglycerol,54946,LC/MS Pos Late,100010919,3695,638.5718,,,,HMDB07218
met35160,1416,oleoylcarnitine (C18:1),Lipid,Fatty Acid Metabolism(Acyl Carnitine),35160,LC/MS Pos Late,100001501,1423,426.3578,38677-66-6,6441392,,HMDB05065
met53260,1461,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.3523,,,,
met53256,4378,olmesartan,Xenobiotics,Drug - Cardiovascular,53256,LC/MS Neg,100006239,3747,445.1994,144689-24-7,158781,D05246,HMDB14420
met38600,4394,omeprazole,Xenobiotics,Drug - Gastrointestinal,38600,LC/MS Neg,100002725,4673,344.1074,73590-58-6,4594,C07324,HMDB01913
met57794,4388,ondansetron,Xenobiotics,Drug - Gastrointestinal,57794,LC/MS Pos Late,100015776,760,294.1601,99614-02-5,4595,"C07325,D00456",HMDB05035
met1493,357,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.0972,3184-13-2,6262,C00077,HMDB03374
met1505,3389,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,50887-69-9,967,C00295,HMDB00226
met35172,3391,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.0521,314-50-1,92751,,HMDB00788
met20694,3507,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.988,144-62-7,971,C00209,HMDB02329
met41726,4423,oxypurinol,Xenobiotics,Drug - Metabolic,41726,LC/MS Polar,100002489,1656,151.0262,2465-59-0,4644,D02365,HMDB00786
met36103,3656,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.0071,3233-57-7,4615423,,HMDB11635
met48841,181,p-cresol-glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.0823,17680-99-8,154035,,HMDB11686
met1336,1159,palmitate (16:0),Lipid,Long Chain Fatty Acid,1336,LC/MS Neg,424,5618,255.233,57-10-3,985,C00249,HMDB00220
met33447,1160,palmitoleate (16:1n7),Lipid,Long Chain Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,373-49-9,445638,C08362,HMDB03229
met54967,2288,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,Lipid,Diacylglycerol,54967,LC/MS Pos Late,100010930,2664,608.5249,,,,HMDB07132
met53223,1411,palmitoleoylcarnitine (C16:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),53223,LC/MS Pos Late,100009406,1357,398.3265,,71464547,,
met52434,2358,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Sphingolipid Metabolism,52434,LC/MS Pos Late,100008954,2290,705.5905,,9939965,,
met38165,1629,palmitoyl ethanolamide,Lipid,Endocannabinoid,38165,LC/MS Pos Late,1489,1643,300.2897,544-31-0,4671,C16512,HMDB02100
met37506,2360,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingolipid Metabolism,37506,LC/MS Pos Late,100002107,2168,703.5749,6254-89-3,9939941,,
met52633,2283,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,Lipid,Diacylglycerol,52633,LC/MS Pos Late,100009052,3080,610.5405,,9543695,,HMDB07103
met52634,2284,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,52634,LC/MS Pos Late,100009055,3197,610.5405,,,,HMDB07103
met44681,1410,palmitoylcarnitine (C16),Lipid,Fatty Acid Metabolism(Acyl Carnitine),44681,LC/MS Pos Late,100000776,1425,400.3421,6865-14-1,461,C02990,HMDB00222
met52944,1460,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.3367,,151731,,
met38609,4395,pantoprazole,Xenobiotics,Drug - Gastrointestinal,38609,LC/MS Neg,100002808,4398,382.0679,102625-70-7,4679,C11806,HMDB05017
met1508,3491,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Neg,1024,1498.7,218.1034,137-08-6,6613,C00864,HMDB00210
met18254,3675,paraxanthine,Xenobiotics,Xanthine Metabolism,18254,LC/MS Neg,100000453,2279,179.0575,611-59-6,4687,C13747,HMDB01860
met40461,4475,paroxetine,Xenobiotics,Drug - Psychoactive,40461,LC/MS Pos Late,100003442,963,330.15,110429-49-8,43815,"D02362,C07415",
met1361,1158,pentadecanoate (15:0),Lipid,Long Chain Fatty Acid,1361,LC/MS Neg,980,5521,241.2173,1002-84-2;10002-84-2,13849,C16537,HMDB00826
met57564,4675,perfluorooctanesulfonic acid (PFOS),Xenobiotics,Chemical,57564,LC/MS Polar,100010955,662,498.9302,1763-23-1,74483,C18142,HMDB59586
met62071,4718,perfluorooctanoate (PFOA)*,Xenobiotics,Chemical,62071,LC/MS Neg,100020208,5130,412.9664,,9554,,HMDB59587
met52747,147,phenol glucuronide,Amino Acid,Tyrosine Metabolism,52747,LC/MS Neg,100006679,1800,269.0667,17685-05-1,87235,,HMDB60014
met32553,146,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,937-34-8,74426,C02180,HMDB60015
met57745,124,phenylacetate,Amino Acid,Phenylalanine Metabolism,57745,LC/MS Neg,100000011,2150,91.0554,103-82-2,999,C07086,HMDB00209
met48425,875,phenylacetylcarnitine,Peptide,Acetylated Peptides,48425,LC/MS Pos Early,100006108,3092,280.1543,287108-21-8,101724840,,
met52925,877,phenylacetylglutamate,Peptide,Acetylated Peptides,52925,LC/MS Neg,100009045,1630,264.0877,,11579826,,HMDB59772
met35126,878,phenylacetylglutamine,Peptide,Acetylated Peptides,35126,LC/MS Neg,100001417,2330,263.1037,28047-15-6,92258,C04148,HMDB06344
met64,115,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.0863,63-91-2,6140,C00079,HMDB00159
met22130,120,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.0557,828-01-3,3848,C05607,HMDB00779
met566,119,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.0401,156-06-9,997,C00166,HMDB00205
met42109,1126,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Pos Early,461,576,98.9842,7664-38-2,1061,C00009,HMDB01429
met1600,1694,phosphoethanolamine,Lipid,Phospholipid Metabolism,1600,LC/MS Pos Early,1026,700,142.0264,1071-23-4,1015,C00346,HMDB00224
met598,3970,phytanate,Xenobiotics,Food Component/Plant,598,LC/MS Neg,466,5908,311.2956,14721-66-5,26840,C01607,HMDB00801
met53224,1424,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),Lipid,Fatty Acid Metabolism(Acyl Carnitine),53224,LC/MS Pos Early,100009407,2773,304.1755,,,,
met33139,4401,pioglitazone,Xenobiotics,Drug - Metabolic,33139,LC/MS Pos Early,100001317,3240,357.1267,112529-15-4,4829,C07675,HMDB15264
met1444,109,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.0863,4043-87-2,849,C00408,HMDB00070
met33935,3976,piperine,Xenobiotics,Food Component/Plant,33935,LC/MS Pos Late,100001267,1168,286.1438,94-62-2,638024,C03882,HMDB29377
met54742,4325,prednisolone,Xenobiotics,"Drug - Antiinflammatory, Immunosuppressant",54742,LC/MS Neg,100009252,4701,359.1864,,5755,"C07369,D00472",HMDB14998
met54741,4324,prednisone,Xenobiotics,"Drug - Antiinflammatory, Immunosuppressant",54741,LC/MS Neg,100009251,4518,357.1707,,5865,C07370,HMDB14773
met52913,4460,pregabalin,Xenobiotics,Drug - Neurological,52913,LC/MS Pos Early,100008943,3123,160.1332,148553-50-8,4715169,,
met32619,2555,pregn steroid monosulfate C21H34O5S*,Lipid,Pregnenolone Steroids,32619,LC/MS Neg,100002067,5000,397.2054,1247-64-9,,,
met40708,2575,pregnanediol-3-glucuronide,Lipid,Progestin Steroids,40708,LC/MS Neg,100003470,5145,495.2963,1852-49-9,123796,,HMDB10318
met48394,2580,pregnanolone/allopregnanolone sulfate,Lipid,Progestin Steroids,48394,LC/MS Neg,100006173,5160,397.2054,,,,
met32562,2554,pregnen-diol disulfate C21H34O8S2*,Lipid,Pregnenolone Steroids,32562,LC/MS Neg,100001993,3868,238.0775,,,,
met38170,2540,pregnenolone sulfate,Lipid,Pregnenolone Steroids,38170,LC/MS Neg,100002129,5100,395.1898,1247-64-9,105074,,HMDB00774
met35127,378,pro-hydroxy-pro,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128,229.1183,18684-24-7,11673055,,HMDB06695
met1898,364,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.0706,147-85-3,145742,C00148,HMDB00162
met40703,718,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.0921,2578-57-6,6426709,,HMDB11178
met32452,1371,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.1387,17298-37-2,107738,C03017,HMDB00824
met31932,1372,propionylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Polar,100001150,1502.5,130.051,21709-90-0,98681,,HMDB00783
met48460,3651,propyl 4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,48460,LC/MS Neg,100006264,3971,259.0282,162338-10-5,,,
met39586,4507,pseudoephedrine,Xenobiotics,Drug - Respiratory,39586,LC/MS Pos Early,100002738,3041,166.1226,90-82-4,7028,C02765,HMDB01943
met33442,3403,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Polar,821,1929.3,243.0623,1445-07-4,15047,C02067,HMDB00767
met31555,3587,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.0459,82-82-6,6723,C00847,HMDB00017
met46225,51,pyroglutamine*,Amino Acid,Glutamate Metabolism,46225,LC/MS Pos Early,100001540,1900,129.0659,2353-44-8,134508,,
met48428,4062,pyrraline,Xenobiotics,Food Component/Plant,48428,LC/MS Neg,100001767,2304,253.1194,74509-14-1,122228,,HMDB33143
met48990,924,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,LC/MS Polar,823,1083,87.0088,127-17-3,1060,C00022,HMDB00243
met39787,4487,quetiapine,Xenobiotics,Drug - Psychoactive,39787,LC/MS Pos Late,100002809,874,384.174,111974-69-7,5002,C07397,HMDB05021
met18335,3985,quinate,Xenobiotics,Food Component/Plant,18335,LC/MS Polar,100000442,2432.9,191.0561,77-95-2,6508,C00296,HMDB03072
met39767,4308,quinine,Xenobiotics,Drug - Antibiotic,39767,LC/MS Pos Early,100002968,3378,325.1911,130-95-0,2728270,,
met1899,3460,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1899,LC/MS Neg,182,630,166.0146,89-00-9,1066,C03722,HMDB00232
met38595,4391,ranitidine,Xenobiotics,Drug - Gastrointestinal,38595,LC/MS Pos Early,100002735,2910,315.1485,66357-59-3,3001055,D00422,HMDB01930
met62110,4134,resveratrol disulfate (1)*,Xenobiotics,Food Component/Plant,62110,LC/MS Neg,100020247,2530,192.9889,,,,
met62111,4135,resveratrol disulfate (2)*,Xenobiotics,Food Component/Plant,62111,LC/MS Neg,100020248,2840,192.9889,,,,
met62108,4136,resveratrol sulfate (1)*,Xenobiotics,Food Component/Plant,62108,LC/MS Neg,100020245,3250,307.0282,,,,
met62109,4137,resveratrol sulfate (2)*,Xenobiotics,Food Component/Plant,62109,LC/MS Neg,100020246,3665,307.0282,,,,
met1806,3567,retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,1806,LC/MS Pos Late,498,1636,269.2264,68-26-8,445354,C00473,HMDB00305
met15772,943,ribitol,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.0612,488-81-3,6912,C00474,HMDB00508
met27731,944,ribonate,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.0405,1255190,5460677,C01685,HMDB00867
met61858,969,ribulonate/xylulonate*,Carbohydrate,Pentose Metabolism,61858,LC/MS Polar,100019968,2350,165.0405,,,,
met52958,4370,rivaroxaban,Xenobiotics,Drug - Cardiovascular,52958,LC/MS Neg,100008950,4425,434.0583,366789-02-8,6433119,,
met40421,4414,rosuvastatin,Xenobiotics,Drug - Metabolic,40421,LC/MS Pos Late,100003272,960,482.1756,147098-20-2,446157,D01915,HMDB15230
met42370,59,S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,42370,LC/MS Pos Early,35,1528,114.055,2906-39-0,1196,C04322,HMDB01301
met42382,328,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.1143,979-92-0,439155,C00021,HMDB00939
met43239,3993,S-allylcysteine,Xenobiotics,Food Component/Plant,43239,LC/MS Pos Early,100004509,2690,162.0583,21593-77-1,98280,,HMDB34323
met39592,336,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Neg,100002749,880,134.0281,1187-84-4,24417,,HMDB02108
met43378,337,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43378,LC/MS Pos Early,100002927,900,152.0376,6853-87-8,82142,,HMDB29432
met38127,319,S-methylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",38127,LC/MS Pos Early,100002183,2555,164.074,582174,458,C05319,HMDB38670
met21151,3990,saccharin,Xenobiotics,Food Component/Plant,21151,LC/MS Neg,100000870,2000,181.9917,81-07-2,5143,D01085,HMDB29723
met1515,4511,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Polar,501,802,137.0242,69-72-7,338,C00805,HMDB01895
met33384,4222,salicyluric glucuronide*,Xenobiotics,"Drug - Analgesics, Anesthetics",33384,LC/MS Neg,100001332,1463,370.078,,,,
met1516,4,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.055,107-97-1,1088,C00213,HMDB00271
met1648,9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.0499,56-45-1,5951,C00065,HMDB00187
met2342,227,serotonin,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550,177.1022,153-98-0,5202,C00780,HMDB00259
met39757,4467,sertraline,Xenobiotics,Drug - Psychoactive,39757,LC/MS Pos Late,100002804,1070,306.0811,79559-97-0,68617,C07246,HMDB05010
met52961,4382,sildenafil,Xenobiotics,Drug - Cardiovascular,52961,LC/MS Pos Late,100008971,946,475.2122,139755-83-2,5212,"C07259,D08514",HMDB05039
met52954,4406,sitagliptin,Xenobiotics,Drug - Metabolic,52954,LC/MS Neg,100008964,4485,468.1112,486460-32-6,11306691,,
met39788,4002,solanidine,Xenobiotics,Food Component/Plant,39788,LC/MS Pos Late,100002773,1010,398.3418,80-78-4,65727,C06543,HMDB03236
met53001,4518,solifenacin,Xenobiotics,Drug - Other,53001,LC/MS Pos Late,100008973,1042,363.2067,180468-39-7,9885319,,
met17769,2343,sphinganine,Lipid,Sphingolipid Metabolism,17769,LC/MS Pos Late,313,1413,302.3054,3102-56-5,3126,C00836,HMDB00269
met62152,2443,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",Lipid,Sphingolipid Metabolism,62152,LC/MS Pos Late,100020276,1950,661.5279,,,,
met52433,2368,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingolipid Metabolism,52433,LC/MS Pos Late,100006314,2082,689.5592,121999-58-4,,,
met57483,2395,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",Lipid,Sphingolipid Metabolism,57483,LC/MS Pos Late,100015793,1837,687.5436,,,,
met57473,2394,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Sphingolipid Metabolism,57473,LC/MS Pos Late,100009027,2362,733.6218,,,,HMDB12087
met57476,2393,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,Sphingolipid Metabolism,57476,LC/MS Pos Late,100015786,2600,761.6531,,,,
met42463,2366,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingolipid Metabolism,42463,LC/MS Pos Late,100004328,1998,675.5436,,11433862,,HMDB12097
met52615,2370,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingolipid Metabolism,52615,LC/MS Pos Late,100008920,2312,717.5905,121999-64-2,,,
met37529,2371,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingolipid Metabolism,37529,LC/MS Pos Late,100002106,2167,729.5905,108392-10-5,6443882,,HMDB12101
met57475,2397,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingolipid Metabolism,57475,LC/MS Pos Late,100015787,2330,745.6218,,,,
met48490,2372,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingolipid Metabolism,48490,LC/MS Pos Late,100006290,2685,759.6375,,,,HMDB12102
met48491,2373,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Lipid,Sphingolipid Metabolism,48491,LC/MS Pos Late,100006292,2383,757.6218,222403-67-0,,,
met57481,2387,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",Lipid,Sphingolipid Metabolism,57481,LC/MS Pos Late,100006293,2039,755.6062,,,,
met52495,2374,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingolipid Metabolism,52495,LC/MS Pos Late,100009025,2793,773.6531,,,,
met48493,2375,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Lipid,Sphingolipid Metabolism,48493,LC/MS Pos Late,100006295,2666,785.6531,,,,HMDB12104
met57477,2392,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",Lipid,Sphingolipid Metabolism,57477,LC/MS Pos Late,100006296,2209,783.6375,,,,
met47153,2377,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,Sphingolipid Metabolism,47153,LC/MS Pos Late,100005986,3033,813.6844,94359-13-4,,,HMDB12107
met57478,2391,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",Lipid,Sphingolipid Metabolism,57478,LC/MS Pos Late,100015792,3500,829.7157,,,,
met47154,2367,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Lipid,Sphingolipid Metabolism,47154,LC/MS Pos Late,100005985,1860,673.5279,,,,
met42459,2369,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Lipid,Sphingolipid Metabolism,42459,LC/MS Pos Late,100004329,2002,701.5592,,,,
met57474,2396,sphingomyelin (d18:2/18:1)*,Lipid,Sphingolipid Metabolism,57474,LC/MS Pos Late,100015788,1904,727.5749,,,,
met57480,2386,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",Lipid,Sphingolipid Metabolism,57480,LC/MS Pos Late,100015790,2330,771.6375,,,,
met52435,2376,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,Sphingolipid Metabolism,52435,LC/MS Pos Late,100008956,2845,799.6687,,,,
met57482,2385,sphingomyelin (d18:2/23:1)*,Lipid,Sphingolipid Metabolism,57482,LC/MS Pos Late,100015791,2315,797.6531,,,,
met52437,2378,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,Sphingolipid Metabolism,52437,LC/MS Pos Late,100008957,2635,811.6687,,,,
met57479,2388,sphingomyelin (d18:2/24:2)*,Lipid,Sphingolipid Metabolism,57479,LC/MS Pos Late,100015789,2215,809.6531,,,,
met17747,2381,sphingosine,Lipid,Sphingolipid Metabolism,17747,LC/MS Pos Late,297,1393,300.2897,123-78-4,5353955,C00319,HMDB00252
met34445,2382,sphingosine 1-phosphate,Lipid,Sphingolipid Metabolism,34445,LC/MS Polar,100000626,1850,378.2415,26993-30-6,5283560,C06124,HMDB00277
met34384,4010,stachydrine,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440,144.1019,4136-37-2,115244,C10172,HMDB04827
met1358,1165,stearate (18:0),Lipid,Long Chain Fatty Acid,1358,LC/MS Neg,439,5872,283.2643,57-11-4,5281,C01530,HMDB00827
met33969,1197,stearidonate (18:4n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),33969,LC/MS Neg,100001229,5395,275.2017,111174-40-4,5312508,C16300,HMDB06547
met38625,1630,stearoyl ethanolamide,Lipid,Endocannabinoid,38625,LC/MS Pos Late,100002254,1787,328.321,111-57-9,27902,,HMDB13078
met19503,2361,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingolipid Metabolism,19503,LC/MS Pos Late,1538,2400,731.6062,85187-10-6;85187-10-6,6453725,C00550,HMDB01348
met34409,1412,stearoylcarnitine (C18),Lipid,Fatty Acid Metabolism(Acyl Carnitine),34409,LC/MS Pos Late,100001391,1485,428.3734,18822-91-8,6426855,,HMDB00848
met57464,1466,stearoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57464,LC/MS Pos Late,100015759,1520,370.368,,,,
